id	text	HS	TR	AG
20049	arroba vaina ahora nota puedo criticar inmigrante dios gente así	0	0	0
20050	immigration invasion entrada masiva inmigrantes subsaharianos ceuta españa via information passée sous silence par médias belges	0	0	0
20051	escribiendo tomo preguntas callada perra miras hacia atrás tomo encuentras	0	0	0
20052	listado deben segundo árabes chinos jodidos vienen países moneda nacional delante atrás consiguen préstamos gigantescos negocios maltratar arroba venezolano acá margarita siglo siguiente véase verso vaina	1	0	1
20053	querida tomo puta llenadero dicen hijos tomo nuevo amor sigues siendo siglo siguiente ejemplo 🤣🤣🤣	1	1	1
20054	guyana recibirá 0 mil unicef atender refugiados venezolanos	0	0	0
20055	cómo bien prietita tomo dicen güera jajaja	0	0	0
20056	tomo perra mas perra perras	1	1	1
20057	inmigrantes intentan fugarse ceuta escondidos ferry vía	0	0	0
20058	maldito hijo perra nota siglo siguiente nota siglo siguiente puta letrina siglo siguiente pueblo siglo siguiente ahogó mierda comisión merecia	0	0	0
20059	callate pinche puta celebra navidad hija perra	1	1	1
20060	ver quién página factura cómo siglo siguiente reparten marrón dejar inmigrantes ilegales sueltos ciudades votantes nota hagan pagar dentro año	1	0	0
20061	tiempo nota existe división espacio temporal invención hombre cállate hijo puta	0	0	0
20062	ahora mediodía faltado respeto tomo puedo decir fin fregar puta	1	1	1
20064	mediodía mandan mierda cultura violación mejores pantallas escoria siglo siguiente puede hacer	0	0	0
20065	escenario describe nota acoso violación asesinos	0	0	0
20066	conferencia sectorial inmigración emigración siglo siguiente reúne dentro hora primera vez 0 véase verso año llegado patera costas región 0 ciudadanos argelinos	0	0	0
20067	callate ivan tonto nota pruebas hijo perra gente comisión bucaram lasso baqueros oportunistas siglo siguiente comieron arroba ecuador siglo siguiente repartian pedazos nota nota carreteras nota hospitales nota mediodía	0	0	0
20068	final champions league libertadores sudaca tour giro vuelta wimbledon súper bowl	0	0	0
20069	tomo puta sentenciada concha congreso mentiste tomo calle capítulo centavo justas terminaste primaria nota tomo hagas santa hipocrita cuarta	1	1	1
20070	distingues violación acoso laboral metes mismo pack tomo meten moneda nacional tomo proponen trabajo nota tomo ponen navaja cuello tomo eliges siglo siguiente conveniente nota elección corre	0	0	0
20071	coño callados	0	0	0
20072	alguien mediodía puede avisar consigo teclado arabe	0	0	0
20073	jajajajajajjajajajajajajjaa arroba dios mujer maldad mediodía vuelto aqui puta pavera	1	0	1
20074	cállate puta aprende hablar blanqueate hocico	1	1	1
20075	mercedes vodafone siglo siguiente lían polémica futbolista özil racismo alemania alemán ganamos inmigrante perdemos vía	0	0	0
20076	calmados nota siglo siguiente amontonen pinches nacos frijoleros pikense culo	1	0	1
20077	tomo conozca tomo pego chicle cara ver siglo siguiente tomo ves algún día bien	0	0	0
20078	tomo gilipollas roncero puta factoría	0	0	0
20079	comisión mediodía matas tomo mueves así lento siento recorrido presión tomo coño alrededor mediodía polla acaricias mediodía pecho sientes mediodía respiración agitada mediodía vuelto correr nena	0	0	0
20080	moronegrada hundiendo país base ser cobradores netos pensiones teroristas robar violar traficar petar sistema penitenciario educativo judicial sanitario importa 0 negro dice ser ingeniero imbécil	1	0	1
20081	esatua libertad mujer siglo siguiente nescesitaba cabeza hueca hacer mirador	1	0	0
20082	comemela xddd cara 🤣🤣🤣🤣🤣 — nota pasemos	1	1	1
20083	cállate perra mierda culona	1	1	1
20084	orden luego lees simios deformados insinúan mujer malvada zorra muajajajaja fondo siento lastima seres	0	0	0
20085	jajajaja vuelto cállate puta	1	1	1
20086	callate bobo hijo puta bestia humana lacra asquerosa izquierdistas rateros mal paridos	0	0	0
20087	incompatible ser moromierda musulmono	1	0	1
20088	güero anotando mediodía pick +0 viva dinamarca carajo	0	0	0
20089	nota entiendo enseñarle polla cualquiera verdad nota encuentro	0	0	0
20090	mediodía obligan tragar polla mediodía significar cara	0	0	0
20091	mas saturado ver mediodía polla tomo culo agujereado	0	0	0
20092	si acuerdo ningún hombre pasaría cabeza mujer puta subir fotos semi desnuda libertad respeto	0	0	0
20093	orden tomo parte culpa destrucción venezuela hijo grandísima puta encima sigues siendo chavista malparido ahora nota siglo siguiente valen arrepentimientos 0 años llevando palo pasando roncha ahorita	0	0	0
20094	bronceado 0 goals mismo mismo arroba kebap mediodía hablado árabe misión cumplida	0	0	0
20095	sacaron justo l día siguiente documental cierto excelente destapa cruda realidad inmigrante quedamos vzla madurocdtm	0	0	0
20096	justificó violencia diputados diciendo provocar podes ser tan hijo puta marcos peña	0	0	0
20097	callate perra lugar citado meterte louis tomo metes barderas	1	1	1
20098	nota tomo discuto comisión sacar muela así cállate puta madre	0	0	0
20099	siglo siguiente inventó alcohol feas gordas canis perdieran virginidad	1	0	0
20100	mujers inteligentes si hombres siglo siguiente operado cambio sexo arroba revés	1	0	0
20102	latinos dicen sudacas conquistados incivilizados cosas	1	0	1
20103	mediodía vuelto pintar pelo güero alfredo mediodía quiera	0	0	0
20104	inmigrantes muestran siglo siguiente cara violenta peleas plena calle — pueblo ceuta	1	0	0
20105	ayer mediodía muriendo perra infección garganta hoy mediodía peló mejor	0	0	0
20106	tomo amiga perra mediodía véase verso mamar espaldas estupida	1	1	1
20107	joder mediodía cago puta robo raoul siglo siguiente merecía joder	0	0	0
20108	siglo siguiente ganado pulso fecha comedido musulmono siglo siguiente piensa próxima vez dan mayor	1	0	1
20109	así tomo hijo puta siglo siguiente comiendo ñus vente vamos hablar	0	0	0
20110	with get repost besos mezcal pa’ güero feliz viernes	0	0	0
20112	jajajajajaja multitasking hoy perra instagram emo twitter ridículas facebook divas whatsapp misma vez mezclar historias	1	0	1
20113	callate puta boca resentido proxima ves busquen vaselina nota queremos hijo	0	0	0
20114	0 desnudo siempre formado parte artículo 0 artículo súper relativo 0 callate boca puta vez	0	0	0
20115	siglo siguiente maltratas animal sos hijo puta tomo merecés vivir orden manera	0	0	0
20116	lastima callate zorra	1	1	1
20117	merecias ser ahogado hijo perra mildis	0	0	0
20118	antonio adán mediodía novia sevillista puta mas sevilla 0 real vía	1	1	1
20119	siempre tomo hago aguante callate mña siglo siguiente perra	1	1	1
20120	procesos administrativos ser rápidos menores inmigrantes refugiades futuro eses menores juego día mañana siglo siguiente quieren trabajar seguirán papeles hombres terminarán trabajos irregulares mujeres prostitución	0	0	0
20121	buenos dias trabajar fabrica pagar refugiados demas gracias sánchez ser tan hijo puta	1	0	1
20122	mirna feministas celebrarle vestido mujer acoso ojo ahí	0	0	0
20123	habemos hombres acoso nota expresamos prejuicio sexista siglo siguiente respuesta siglo siguiente ganará aplausos likes bienpensantes ciertos pasajes nota representa extremo opuesto desastrosa columna caballero	0	0	0
20125	mujer bésame vez tomo pertenecere siempre hombre ostia gracias advertencia	1	0	0
20126	arroba cállate perra	1	1	1
20128	llamar mala puta mujer denominado poema satírico siento verdadero asco oír leer ver tipo ataques diario arroba medios pro independentistas necesitamos nunca	0	0	0
20129	demuestra nota refugiados países guerra número económicos humano tomo das cuenta siglo siguiente empiezan mentiras seguramente busca invadir nota convivir	1	0	1
20130	0 años jugando autorización ausencia enseñaron bastante hijo remil puta	0	0	0
20131	llevamos 0 casos asilados violencia inmigrantes zona barcelona semana partir cuantos casos dejan considerarse aislados	1	0	1
20132	apartas tanga lado posas mediodía polla tomo coño tomo dejas correo electrónico despacio metiéndola entera placer mediodía dar sentir comisión aprieta tomo coño recorrido baja nena	0	0	0
20133	callate perra hago quiero	1	1	1
20134	mediodía acaban aqui enseñar arroba niño polla deberia decir pringado véase mira único hecho siglo siguiente véase mira indirectamente tener polla grande puto ascazo niño	0	0	0
20135	razón inmigrantes vienen imponernos costumbres	1	0	0
20136	creía jueguito lugar edición labores indicación lugar edición existía árabes jajaja	0	0	0
20137	tomo mediodía perra culpa	1	1	1
20139	acabo ver señora igualita lupita d’alessio dije comisión omfg is dat leona dormida nomas señora güera	0	0	0
20140	jajjajaj cállate perra mediodía dijo cantidad suficiente cantidades suficientes nota besos	1	1	1
20141	orgullo sientoes inmenso sos único tomo mereces sos actorazo puta madre	0	0	0
20143	amigos respeto mas humor comparto publicidad tacos árabes mas ubicado camino viejo ventosa encontrara tacos árabes tacos orientales tacos bistec quesadillas tlayudas lt 0 lt 0 lt 0 nota deje probarlos	0	0	0
20144	policía británica permitió violación 0 0 niñas pobres parte árabes via	1	0	1
20145	vete tomar culo gilipollas tomo felipe puta moneda nacional cállate boca nota nota aquí españa sigue misma puta dictadura solamente adornada consumismo	0	0	0
20146	basura persona nota mediodía sorprende sudaca así tercermundistas	1	1	1
20147	callate zorra dice damián jajajaja	1	1	1
20149	teñida orto mediodía dice cara artesanía prehispánica seguís siendo sudaca amigo nota podes irte tomo alemania natal	1	1	1
20150	ceuta montaña simboliza ocurre ambos lados valla perfilada roca busto	0	0	0
20151	hoy toda escoria callada mediodía gustaría oírlos hablar hdp	0	0	0
20152	aquí oficina atención racismo claro pásele pinche indio prieto sarrapastrozo ahorita atendemos primero pase güero	1	0	0
20153	simio fuenlabreño arroba ver menudo tío puta madre tomo mereces mejor mundo espero 0 tomo vaya lujo empieces puerta grande	0	0	0
20154	callate mañana vemos perra	1	1	1
20155	nota voz eh movimiento semen	0	0	0
20156	mediodía pone mal verte mal nota número vos puta madre tomo mereces cielo nota tomo quedes nube sola	0	0	0
20157	0 manteros saltaron valla ceuta día	0	0	0
20158	pedimos picada árabe 0 palabras 0 corazón feliz	0	0	0
20159	tomo calles pesao aceptalo puta vez dejalo pasado porte debido portes debidos disculpas conbio	0	0	0
20160	lucas callate nota lees mensaje nunca puta tomo pario ahre	0	0	0
20163	cómo mediodía atraen güeras 🤤	0	0	0
20164	callate puta nota vemos hace meses ahora mediodía vuelto mediodía querés ver mediodía correo electrónico mal agustina	1	1	1
20165	tomo gilipollas nota tocado libro historia tomo puta véase mira vas listo saber hablas	0	0	0
20166	podría explicar brutismo caribeño subsahariano correlación extreme heat linked with reduced cognitive performance among joven adults in non air conditioned buildings	1	0	0
20167	mediodía encantaria darte unas nalgadas ricas — mediodía mediodía encantaría pegarte hostia cara	0	0	0
20168	mujeres ven peliculas porno enteras siglo siguiente creen arroba final siglo siguiente van casar	1	0	0
20169	andan llamando gata zorra puta baekhyun siglo siguiente hombre manga ridiculas	0	0	0
20170	chinguita hacer tamales refunfuña mediodía sirvienta diódora cállate tomo van salir agrios digo bueno cuento ustedes fresitas universidad van saber hacer tamales	0	0	0
20171	gente insultando condenando arroba asesino diana quer luego quitan importancia arroba acoso violación maltrato mujer	0	0	0
20172	coño gran cantidad vídeos porno amateur bastante buscados verdad mujeres normales gente siglo siguiente imagina siglo siguiente vecina siglo siguiente amiga común bueno ver habláis porno comisión tal nota cir	0	0	0
20173	nota confundamos muchas mujeres posan victimas acoso lugar edición labores indicación lugar edición mirada ridículas siglo siguiente comparado sufrieron guerrilleras farc ejemplo	1	0	0
20174	venga siglo siguiente comemela xddd	0	0	0
20176	cállate puta katy perri xiniyos nunca mejor dicho	1	1	1
20177	inglés árabe	0	0	0
20178	jajajajajaja callate mica zorra	1	1	1
20179	mas imbécil dirás polla gente payasadas alves neymar	0	0	0
20180	siglo siguiente dios maldijo eva siglo siguiente comió manzana imagínense véase verso hacer siglo siguiente entere andan borrachas putas fines semana lamentable	0	0	0
20181	comisión tan evolucionados culturalmente recordais cualquiera cuales normas cívicas españoles negros árabes excepcion nota visto españoles poniendo pies asientos negros árabes bastantes	1	0	1
20182	nota nota ocho mañana callate echate dormir vez hablar puta espicha	0	0	0
20183	deseosos ayudar moromierdas llegan oleadas violar todas mujeres niños puedan oye siglo siguiente legaliza mejor eh problema nunca pasa hijos nietos lastima	1	0	1
20184	director general guardia civil recorrerá tarde valla asaltada ceuta buenas horas mangas verdes	0	0	0
20185	tomo zorra amiga jajajajajajajaja	0	0	0
20186	odiame ero arroba mirarte espejo recuerda agil atractiva tomo puta cerda	1	1	1
20187	hijos puta van luchar violencia ejercen mujeres nota mediodía troncho nota nota puta gracia	0	0	0
20189	siglo siguiente nazi tomo hijo puta	0	0	0
20190	malo tema acosos sexual siglo siguiente dar lados… simple… abuso físico violación coacción delito… coqueteo insistente torpe nota nota caballerosidad agresión machista… exageración sensacionalista hoy	0	0	0
20191	ice dar gran prioridad lucha inmigración ilegal incluyendo búsqueda extranjeros antecedentes penales presentan amenaza seguridad pública	0	0	0
20192	queria charlar feminista siempre victima habla algun abuso acoso violacion sufrio nota cues — complicado mediodía pasando mismo mediodía viejo ex acusando cosas s	0	0	0
20193	regreso arroba trabajo cancha univisión deportes américa véase verso veracruz siglo siguiente acabó melena güera ahí escuchamos hermanos	0	0	0
20194	siglo siguiente persona indicada momentos nota tomo mereces sos mediodía hermano hijo mil puta ahi hablo	0	0	0
20195	hablemos paliza arroba turista americano manteros subsaharianos entran echando cal viva guardia civil nota mejor volvemos franco malo evitó muchas checas gulags siglo siguiente nota llega levantarse anárquica españa	1	0	1
20196	callate vuelto nota rollos che puta	1	1	1
20197	quieroite lomito arabe com salsa ajo	0	0	0
20198	introducción discursos disculpa acusados acoso sexual año	0	0	0
20199	país hacer puñetera vez ilegal papeles deportado siglo siguiente país vez vale buenismo ayudas inmigrantes propios españoles	1	0	1
20200	llegarán masa cartagena gobernantes depende dar verdadera solución natural refugiados dar paso invasión toda regla calles confrontación social extremistas	1	0	1
20201	mujer dijo nota gustaron chistes acoso violación película rubén contestaban fans	0	0	0
20202	zorra siglo siguiente queda callada sabe mediodía combo puro power	1	1	1
20203	comemela hso siglo siguiente cojemos ahi nomas nota pasa ahre	0	0	0
20204	cállate clava visto sos vuelto zorra	1	1	1
20205	comemela lindo jajaja	0	0	0
20206	nota subsaharianos negros sepa sudán níger sáhara	1	0	0
20207	inmigrante siglo siguiente queja inmigrante siglo siguiente queja inmigrante así infinito	0	0	0
20208	tomo puedo tener respeto mundo esque puta vuelto mediodía des nota tomo mereces entenderlo respeto respeto	0	0	0
20209	asesinato siglo siguiente hace nombre antifascismo imbeciles comisión tomo hacen escoria crezca	0	0	0
20211	cállate zorra político	1	1	1
20212	mira futuro busca trabajos tomo quieran nota mereces puta mierda trato	0	0	0
20214	transparencia venezuela indocumentado pasa reposero chocador autobuses metro manejar política económica país hugo chávez destruido resultado vzla completamente destruida	1	1	1
20215	ultra pendeja ciudadano común teatro bajo pelotudis esposelo 0 horas arroba calabozo verbigracia ejemplo indocumentado	1	1	1
20216	brigada humanitaria lleva agua inmigrantes cruzan desierto	0	0	0
20217	muchas personas creen mujer abusada acosada ir descubierta visto acoso mujeres contrario mujeres cuya religión creencias acosadas demuestra standard tácito mujer siglo siguiente espera cubierto	0	0	0
20218	jackie hyde merecian juntos puta madre quiero romper	0	0	0
20219	reino unido cero cristianos 0 0 sirios refugiados reubicados esd país véase verso año 0 lugar edición labores indicación lugar edición reibicaron 0 clara predisposición favor supremacistas fundamentalistas islámicos absurdo suicida	1	0	1
20220	bueno tomo puta arrastrada laidy gómez cargó guanipa tachó divisionista vía	1	1	1
20221	peor insulto siglo siguiente tomo ocurre mujer puta orden ser violador asesino siendo putas lugar edición labores indicación lugar edición perdemos ahí machismo cultural eh nota racista amigo negro	0	0	0
20222	árbol silencio pende fruto seguridad proverbio árabe	0	0	0
20223	nota nico mediodía novia mediodía perra	1	1	1
20224	flipando diciendo chico mediodía padre pegaba insultaba mediodía madre dos denuncias violencia género órdenes alejamiento siglo siguiente puso decir jamás pensaría mujer razón siglo siguiente mediodía pasó mediodía árabe	1	0	0
20225	acoso sexual empieza destaparse industria musical poderoso magnate acusado violación varias	0	0	0
20226	haciendo check in muchacha emiratos árabes tatuaje árabe siglo siguiente pensando página dentro dios alá significado quería tal palabra rara árabe mediodía dice inglés	0	0	0
20227	nota puedo dice canción ‘ perra mediodía amiga’ tomo perra ládrame	1	1	1
20228	nota mañas zorra	1	1	1
20229	deja provocarme maldita perra	1	1	1
20230	joder nagore cállate puta vez pesada cojones arroba dios odio tan tonta diooos espero nota mediodía denuncie vaya cárcel nagore vete llorar arroba deluxe tomo nariz	0	0	0
20231	pregunta izquierda nota siglo siguiente abrimos fronteras indiscriminadamente control inmigrante agrede mujer inmigrante relación sentimental cómo siglo siguiente localiza citarle juicio después agresión	1	0	0
20233	cuza calle mujer inteligente tortuga vieja tortuga vieja mujeres inteligentes nota existen	1	0	0
20234	imbecil nota ves nota haces reir nadie jala bolas callete quedate comisión muerto escoria	0	0	0
20235	cómo tomo follas perra olvidas siglo siguiente nombre 0 bebé mediodía gusta tomo inglés podrías enseñarme	1	0	1
20236	educación sexual aprender mujeres polla existen víctimas violacion violan hombres nota pollas	0	0	0
20237	cómo supero arabe	0	0	0
20238	temon árabe	0	0	0
20239	estudiante sueca elin ersson impide deportación solicitante asilo afgano	0	0	0
20240	mierda mierda lugar edición labores indicación lugar edición mierda viene áfrica único sitio recoger toda basura musulmono africana	1	0	1
20242	cállate puta zorra borracha drogadictaaa	1	1	1
20243	hola hc hinata mitad irlandés tsukki mitad franchute yamaguchi mitad latino gt gt gt i m in drugs	0	0	0
20244	flacos tomo vienen decir año siglo siguiente tomo novia zorra problema ustedes nota mio	1	0	1
20245	callate puta	1	1	1
20246	falsa portada falsa revista dice música singer puta imaginación nota inventarse nombre rimara britney spears linsdsay steers whitney beers shitney shits	0	0	0
20247	msdossary campeón mundo fifa 0 stefano pinna nota porte debido portes debidos hacer antiguo árabe resultado totalmente merecido	0	0	0
20248	actor porte debido portes debidos ser gran güero universo extendido dc checa película entérate opciones	0	0	0
20249	número callate perra buscando poder dormir jajaj	1	1	1
20250	refugiados aquarius obligaron violar menores animales meses final racistas esclavistas africanos solucionar problema situ siglo siguiente nota mafias ganan vía	1	0	1
20251	racismo nota creen siglo siguiente hermana güera	1	0	0
20252	siglo siguiente seguro servidor busca provocar consigue zorra	1	1	1
20253	igual posta odio pies capaz tenes pie folio mediodía jodes apoyandomelo cara tomo pego hachazo	0	0	0
20254	residentes emiratos árabes aseguran luchar llegar fin mes	0	0	0
20256	cállate perra mal parida juan kim nota hables	1	1	1
20257	i liked arroba película francisco tárrega capricho árabe	0	0	0
20258	primero hace sanchez dar mas cobertura mas medidas inmigración ilegal enseñanza árabe bajada tiempopara nacionalizarse mirar lado cada día mas agresivos manteros común	1	1	0
20259	asaltaron valla ceuta lanza llamas cal viva victimas	1	0	0
20260	―confundes reina zorra pf cállate tomo arranque peluca	0	0	0
20261	tomo mereces quedarte crees siglo siguiente mujer quiero llamaran puta nota mediodía mismo lugar levantar ademas mas dar trabajo vamos ver cobarde mierda tio decepcion mas vale quedarte	0	0	0
20262	puta gilipollez alarmarse asi enserio malo nota desnuda nota enseñar revuelo puedes poner ropa tomo página siglo siguiente tomo molesta verle desnudo poquito logica	0	0	0
20263	lindo poder escuchar música árabe alguien gusta	0	0	0
20264	nota mediodía hables escoria aunque nota malos	0	0	0
20266	tomo nota tomo mereces mediodía esfuerce poner nota puta comisión tomo ahogues arroba leer	0	0	0
20267	bobo hijo perra usted correo electrónico véase verso enseñarle messi llega aprender grande	0	0	0
20268	comemela tomo mediodía mamon xdddd	0	0	0
20269	moneda nacional bastante puta onda novia nota	1	1	1
20270	mediodía vuelto viaje tíos mediodía poder porte pagado portes pagados lugar edición labores indicación lugar edición hablan árabe	0	0	0
20271	hola traedruffles tomo novia puta mediodía acabo pasar tekken casemiro reídme gracias favor	1	1	1
20272	desbloqueme dale zorrita sabes tomo cagué palo puta tomo merecías cagada palo escuchar calle	1	1	1
20273	tomo puta tomo callas cabron	0	0	0
20274	mediodía gusta machin mediodía pelo largo güero	0	0	0
20275	tells mediodía grandma mediodía and daniel are fighting ayyyyy pobrecito mediodía hijo tomo perra desgraciada	1	1	1
20276	tomo mereces besos nota bailar conmigo ayer pedazo folio puta	1	1	1
20277	puedes papel ser santana siglo siguiente requiere ser perra nacimiento tomo demasiado quinn fabray decir mosquita muerta	1	1	1
20278	jajajajajaj imbecil tremeno acoso tomo tuiti pobre ajajajjaa + 0	0	0	0
20279	sigue peligrosisima tendencia integrista antiguo arabe netanyahu silencio complice mayoria israeli usa miles protestaron judío multitudinaria manifestación israel decreto netanyahu vía	0	0	0
20280	buey feliz siglo siguiente país gabacho anaya extranjero quieren gobernar	0	0	0
20281	refugiados si inmigrantes necesarios realmente podamos atender pienso españa lugar edición labores indicación lugar edición debería acoger forma ordenada inmigrantes latinoamericanos habla española cristianos	1	0	0
20282	callate siglo siguiente mediodía véase verso perfecta perra	1	1	1
20283	callate hijo dar puta	0	0	0
20284	retweeted silla rota atendía sexualmente 0 hombres arroba día policías militares güera	0	0	0
20285	abusaba zorra merecía morir	1	1	1
20286	quién enseñará hijos folio puta ser hijos puta	0	0	0
20287	dado cuenta podríais pintarle polla cara vampiro dormido siglo siguiente pasaría meses	0	0	0
20289	claro perú país benevolente apacible sabemos aceptamos buena gana ayudar sabemos solidarizarnos claro país pañales nota preparados recibir inmigrantes huyen sustento haber votado mal	0	0	0
20290	campo refugiados españa gobierno santos cohones poner fin siglo siguiente siglo siguiente despropósito	1	0	1
20291	juez reafirma orden trump reactivar programa daca jóvenes indocumentados	0	0	0
20292	pueblos dcho libredeterminación alturas aguantar chileno indocumentado viniendo viene pretende negarme mediodía legítimo dcho libredeterminación acabose colonialismo proximidad tomo siglo siguiente acaba	1	1	1
20293	allanaron oficina thomas ex eby propia central cgr nunca dejaron entrar bilateral ver papeles ahora siglo siguiente destapó escándalo corrupción van seguir igual fato feroz	0	0	0
20294	feliz cumpleaños franchute moracrema	0	0	0
20295	señor presidente mediodía robaron tapones mediodía auto afueras suburbano lechería llegué 0 0 página combis indocumentado labios prominentes visto comisión roba autopartes patrullas nota hacen hoy mediodía tocó mediodía	1	1	0
20296	tomo único tomo mereces comes puta bafofia parte igual dos ostias ver siglo siguiente espabilas	0	0	0
20297	guardia civil asumirá mando único inmigración	0	0	0
20298	comisión escuece perro vete chuparla artur tomo puta madre callate	0	0	0
20299	albiol deje política pueden contratar comisión director okdiario inventarse cosas difamar siglo siguiente dar puta madre	0	0	0
20300	odiame arroba mirarte espejo recuerda agil atractivo tomo puta cerda tanta tonteria tanta maldad algun sitio tomo cuerpo siglo siguiente acumular	1	1	1
20301	zorra callateeedd	1	1	1
20304	tonta deberiar juzgarte besos abandononde persona hija puta nota mereces tener hijos ojala sigas siendo gorda pedorra	1	1	1
20306	güero fiesta jajaja problema nota animarlo número después calmarlo	0	0	0
20308	enamorada comisión suena vuelto camila crown mujer artículo puta madre	0	0	0
20309	arabe temon papichamp ecko rompen retumbo nalgas twerk lugar citado amo	0	0	0
20310	deja tuitear hija puta escucha argumentos luego tomo vas quedar callada fujimierda carajo	1	1	1
20311	películas nota acreditan nota mediodía convence dato acosador acento peruano mediodía parece xenofobo racista aporta causa dato número estigmatizar inmigrantes	0	0	0
20312	tomo mediodía esposa véase verso cocina zorra v	1	1	1
20313	mediodía puse vestido escote mediodía mamá dizque preciso hoy dar vestirse comisión zorra jajsjajs tan linda comisión siempre	1	1	1
20314	marcha negra acelera paso 0 0 subsaharianos esperan marruecos entrar ilegalmente españa okupa monclovita pensado cobijar toda gente prepara barracas moncloa correo electrónico terreno	1	0	0
20316	ajsjsjdks mediodía mamá mediodía vino enseñar siglo siguiente delineador perra perra perra mediodía amiga siglo siguiente enojó asco gabriela buen autorización ausencia	1	1	1
20317	lugar edición labores indicación lugar edición putos chairos ignorantes sudacas resentidos pueden idolatrar personaje tan deleznable ez inperio yanki kiere petrolio venezuela	1	0	1
20318	mediodía hermana escuchando puta bso guardianes galaxia vence año lord ronan enseñando bien	0	0	0
20319	violación acoso sexual	0	0	0
20320	puta weon hincha pelotas criticas arroba siglo siguiente programa tomo panelista primer plano primer plano página weeeoon chanta	0	0	0
20321	nota menor empatía víctimas acoso nota violación defiende derecho autoinventado hombre hacer mujeres dé gana	0	0	0
20322	tomo amamos pinche güero mierda	1	1	1
20323	cómo llorándole intentando hacerle chantaje emocional tomo hermano mayor así cállate puta boca obedece ups siglo siguiente escapó	0	0	0
20324	mamá puso emisora canción árabe siento cualquier momento vamos explotar	1	0	1
20325	cállate hijo puta debe paliar vuelto	0	0	0
20326	comprado collar mediodía esposa +coño pues todavía suelta	1	0	0
20327	pueden ser cifras muestran enorme vulnerabilidad nna arroba desplazamiento forzado	0	0	0
20328	acá comisión vas arroba club tomar siglo siguiente siglo siguiente tenes cruzar sudaca tal	0	0	0
20329	arabe temaiken amigos nota vuelto hora pasen blv	0	0	0
20330	reencuentro puta madre disfrutalo mereces amiga	0	0	0
