id	text	HS	TR	AG
306	texas v district columbia draws federal judges andrew hanen big troublesome looms immigrationâ activists‘	0	0	0
307	real talk eyes gouged rapefugee	1	0	1
308	stop rat	1	0	1
309	long takes tense	1	0	1
310	know rights defend rights common commission join training focuses building sustainable community resistance increased violence communities color immigrant communities august 0 0 0am 0pm open tense sign	0	0	0
311	us army quietly discharging immigrant recruits	0	0	0
312	libya let bound migrants die mediterranean rescue group says	0	0	0
313	danger treasonous individuals paid soros globalist	1	0	0
314	good north western illegal aliens claiming fake asylum deported record numbers number rat via	1	0	0
315	got offered neighbor tense go tense church street thought found week later priest sexually assaulting immigrant women threatening tense call ice told masculine sign tense stay w masculine little shrine masculine room	0	0	0
316	little boy blew shofar tense welcome new immigrants arrive home israel arriving us russia france argentina brazil watch story	0	0	0
317	good morning patriots xx let everything west done mind rat	1	0	0
318	‘˜refugees’ actually come ‘˜normal’ circumstances	0	0	0
319	german government pays 0 week vacation refugees tense go homilies rat north northern german government paying german taxpayers paying german government robbing native germans tense finance islamization germany	1	0	0
320	started hashtag certain type immigrant tense germany like wants tense humiliate west western group royal think west ablative tense stay finish bahnhof renovation danke	0	0	0
321	funny trump trouble getting visas immigrant labor clubs	0	0	0
322	great article crisis europe driving question europeans west make stop refers tense humanitarian drama forcibly displaced tense ability tense reach europe	1	0	0
323	issue came back tense forefront following death maid	0	0	0
324	uber become racist organization immigrant deactivate account even five star driver 0 plus star claiming reports unfounded north northern warning like	0	0	0
325	thesaurus canadian refugees	0	0	0
326	gofundme hundred million dollars tense build wall along border side farm	1	0	1
327	let us talk immigrants fighting fires starting photo marcus yan los angeles times	0	0	0
328	planning tense immigrant children kidnapped slavery sex traffic organ harvesting	0	0	0
329	south southern kids illegal immigration put temporary detention centres put south tense go tense full prison parents authoritarianism surprise cross international interjection internal	0	0	0
330	heraldry illegally breaking law laws states get deported choice dont get tense come tense u illegally feel entitled demand tense stay ake jobs citizens steal u resources	1	0	0
331	austria holds drill tense simulate repelling illegal migrants border	0	0	0
332	new trend started everybody collecting money syrian refugees without control govt agencies	0	0	0
333	backs ’long overdue’ united nations migration pact	0	0	0
334	bit masculine toungue l heard syrian refugees complain rothsey maybe someone approximately swop high rise	1	0	0
335	rat mayor warned everyone	0	0	0
336	0 illegal aliens commit felons id saints welfare theft illegal rat victimless criminal	1	0	1
337	new story homes nhs schools unis ’ film links tense research since 0 approximately download book	0	0	0
338	ann coulter worried losing credibility saying something like immigrant kids shown cages child actors jim henley	0	0	0
339	bio says	1	0	0
340	compromise migration dispute threatened merkel’ govt	0	0	0
341	guess koch brothers funded racist tea party marches neuter north noun longer needed republicans ruin economy present democrats tense fix economy obama obstructed republicans north northern help	0	0	0
342	pledged tense make sure masculine surgery safe space free masculine border guard	0	0	0
343	aquarius boat tense resume migrant rescue mission	0	0	0
344	max mosely son fascist leader sir oswald mosely firstly seems common practice tense get knighted fascist britain second given awful lot funding tense tom watson	0	0	0
345	south koreans stand islamic immigration via	1	0	0
346	blood crap hands sure	1	0	1
347	time tense end obama illegal stop rewarding illegal irat u youths north eastern via	1	0	1
348	number problem	0	0	0
349	west western north eastern army tense important defending national border constant onslaught hostile foreign invaders	1	0	1
350	listening tense world service criticism israel wanting tense deport young african male migrants maybe evidence europe like france france many settling turning tense crime better truth living lie	1	0	0
351	daily migrant invasions ass	1	0	0
352	judges orders government tense release immigrant kids texas shelter ’ texas tribune	0	0	0
353	europeans waking ’ even ordinary people beginning tense take action immigration youtube	1	0	0
354	apparently dutch red cross trying tense raise funds repatriation syrian refugees seems premature irresponsible	0	0	0
355	homes use tense look beautiful full effort mass produced tense fit third world immigrants	1	0	0
356	spain’ overwhelmed coastguard says approximately cope migrant influx 0 rescued oneâ…	0	0	0
357	fox scumbag laura ingraham claims trump protecting immigrant children drug abusing child trafficking parents read story	0	0	0
358	say	1	0	0
359	popular exposed direct involvement italy’ migrant crisis ‘ leo zagami	0	0	0
360	god bless words thank getting illegal aliens sovereign country streets	1	0	1
361	government filed paperwork judge saying aclu clients bear much responsibility finding deported parents central america	0	0	0
362	neuter north noun north eastern tense even buy products neuter north noun biggie love trump period	1	0	0
363	illegal alien unlicensed drunk driver rams ambulance kills 0 year old rushed tense hospital	1	0	1
364	fearless kind get tense know neighbors mandy manning 0 national teacher year friend teaches students read story âž	0	0	0
365	thesaurus stakes happening tense immigrants trump targeting exaggeration tense say trump’ detention deportation machine life death issue immigrant families	0	0	0
366	good one government predicts 0 immigration overtake new births dominant driver population growth predicts causes failure tense stop	1	0	0
367	west western north eastern wall mister president listen tense lifetime politicians listen tense voters	1	0	1
368	algerie send clear message refugees 0 refugees leaved desert without water today time till die stop refugees tense translation translating tense went territory republic algerie	1	0	1
369	north northern christians among 0 0 syrian refugees resettled	0	0	0
370	labor migrants transfer almost 0 billion year tense ukraine	0	0	0
371	sharia law tessa tony blair’ wife neuter north noun let islam law international interjection internal country stupid woman stupid promises cant keep	0	0	0
372	0 accurate diversity greatest weakness unity strength united west stand divided west fall	1	0	1
373	asylum seekers enter legal port entry enter illegally separation occurs breaking american rat law rat tense lies	1	0	0
374	humanitarian repatriation 0 asked tense go back tense home countries â†’	0	0	0
375		1	0	1
376	pallywood aegean caught act film crew staging fake muslim migrant drownings sea greek island crete via fake news	0	0	0
377	say loud say clear illegal welcome	1	0	0
378	chances refugees may benefit parliament’ shake still slim	0	0	0
379	west western north eastern moratorium immigration legal otherwise esp non european countries	0	0	0
380	true vote banks	0	0	0
381	immigrant youth	0	0	0
382	passion place purpose sat 0 sept 0 book north west north western methodists dismiss complaint jeff sessions using bible tense defend familiar familiarly separation	0	0	0
383	build wall undocumented immigrant arrested connection rape 0 year old girl	0	0	0
384	stop immigration 0 muslimcountries quick	1	0	0
385	implemented well could good north western philadelphians	0	0	0
386	west western stand woman cologne add france seems young arab immigrants want tense isis abuse deport jail	0	0	0
387	americans want safety security illegal drugs gangs criminals 0st	1	0	1
388	problem books referred tense written 0 years ago massive changes china definitely neuter north noun mass emigration tense us perhaps opposite	0	0	0
389	north northern wonder south many refugees accused fraud permeates whole program	1	0	1
390	current care think want obamacare support mueller investigation support tax scam want want tense stop voting	1	0	1
391	border agent killed partner injured illegal immigrants using rocks report says	1	0	0
392	trump means immigration tense europe destroy europe hes right west western alive new president makes good job usa european rulers tense housedogs make everything like	1	0	0
393	offers states funding tense take migrants	0	0	0
394	zuckerberg facebook delete holocaust denial posts	0	0	0
395	much wall secured away congressional approximately extracted negotiations daca limiting chain migration visa lottery etc well merit based immigration principles raiseact	1	0	0
396	0 bangladeshi nationals apprehended near texas border 0 weeks via	1	0	0
397	italian tests eu’ hailed migrant agreement content continued refuses tense accept 0 rescued migrants	0	0	0
398	gets hot life west accept female climate refugees regime renounces patriarchal ways otherwise let roast	1	0	1
399	north northern scroungers soldiers coming tense create caliphate create chaos go home look girlfriends wives kids fighting age last thing refugees bugger bye bey cheers	1	0	1
400	result industrial scale rat quite unprecedented inflows people international interjection internal lower paid work negative impact wages lowest paid bank england confirmed 0 shambles	0	0	0
401	easy solution neuter north noun benefits child 0 wife 0 neuter north noun votes 0st 0nd generation immigrants simple solution north northern combined benefits neuter north noun guarantees jobs homes unless apply arrival north northern soft touches page gulf states saudi intake ’refugees’ 0	1	0	0
402	steinle murdered illegal mexican immigrant july 0 0	1	1	0
403	solar powered laser stations along entire southern border live cams south west approximately watch barbecue faster build call rat	1	0	1
404	cultural diversity american culture fastly becoming minority culture west ones required tense take cultural diversity training north northern one america without tense learn american culture	1	0	1
405	media silence	0	0	0
406	mean asylum seekers criminals whaaaaasaaaaaaaaa	1	0	0
407	east eastern core ‘‰0 0 relatives migrants came tense © ª last year reunification little sisters wanted new limits 0 0 month bt embassies already report 0 0 new requests north northern end tense delusions merkel csu	0	0	0
408	report immigrant deportation separation approximately ‘lifelong impacts’	0	0	0
409	refugees spying attacking media putting immigrant kids cages war nice west murderous dictators neglecting black community mass deportations things trump accused obama actually guess 0 holiday nobel peace prize	0	0	0
410	migration policy killed 0 0 refugees sea south far year	0	0	0
411	tense ignore role immigration invasion white genocide housing disaster irresponsible criminal	1	0	0
412	poland country safe west taken refugees	1	0	0
413	right prefers illegal migrants law breakers tense american citizens would never vote	1	0	0
414	max mosley published election leaflet saying coloured immigration threatens children’ health	1	0	1
415	sheer racism bigotry israeli lawmaker oren hazan black african refugee ’ getting married kids west stop even culture north eastern tense destroy problem still small	1	0	1
416	hoping reconsider many things especially rat	0	0	0
417	anyone michigan ablative tense drive immigrant familiar familiarly detroit tense chicago wednesday group driven moms across country tense reunited west kids number familiar familiarly needs help picking documents chicago dm masculine details	0	0	0
418	two things tense learn article 0 people pushing wheelchairs airports basically work tips neglect tense show appreciation 0 huntleigh usa corporation sucks	0	0	0
419	west continue tense serve immigrants refugees memphis mid south across country	0	0	0
420	pursuing reckless irresponsible course action us creating situation hardship cruelty palestinian refugees —	0	0	0
421	‘žmoscow pressuring west international interjection internal fixing country syria broken russia iran client assad regime form blackmail either lavish reconstruction funding regime refugees go home may arriving	0	0	0
422	migration policy focus	0	0	0
423	missed last week probably stay relevant quite made killing convincing towns tense pass anti immigrant ordinances mostly unsuccessfully defending	0	0	0
424	march mcclain young irish immigrant looking tense begin anew victorian era san francisco california gold rush	0	0	0
425	fleeing lives migrants trek us tell reps north northern refugees immigrants via	1	0	0
426	change air mainstrem media even calling violent iraqi immigration status refugee	0	0	0
427	daily 0 refugees come eritrea first want better life second military service needs long 0 accepted eu wrong approximately come past 0 â‚¬ illigal coorruption help	1	0	1
428	damning united nations report reveals state global refugee crisis 0	0	0	0
429	anyone spent time europe canadian usa last two descades know australia’ problem migrant numbers inaction infrastructure development roads public transport closer tense india’	0	0	0
430	mn somali muslim immigrants explain acceptable tense kill anyone insults mohammed [video] via west worship mohammed sharia like go home west deport	1	0	1
431	raheem kasam incredible reports germany commandos foiling terror plot muslim migrant stockpiling ricin shrapnel packed	0	0	0
432	keep illegals lock broke law dont let infect aemricans diseases rat	1	0	1
433	immigration gone crazy 0 trainee doctors abroad nurse practitioners equivalent get pain peanuts trained come uk	1	0	0
434	heraldry photos obama’ illegal immigrant detention facilities media show via	0	0	0
435	ridiculous lots usa citizens even earn much money working tense translation translating tense support refugees north eastern tense go home	1	0	0
436	iligal refugees go home kids	1	0	1
437	trump pick tense lead united nations migrant group ‘˜pushed fear sharia law’	0	0	0
438	immigrants common commission legally like 0 0 milion every year number cross border illegally dont blame u illegal actions aidos via	1	0	0
439	law undermines honest efforts legal immigrants seeking american dream	0	0	0
440	west western approximately afford dummies approximately make	1	0	1
441	congress must aid abet administration’ shameful treatment immigrants time tense demand moral compassionate system	0	0	0
442	italian priest says anti immigration matteo salvini ‘˜ antichrist’ via	0	0	0
443	philippine catholic bishops’ work migrant workers focus families paying great	0	0	0
444	uk polish immigrants returning homilies cite fear terrorism anti white racism blacks via	1	0	1
445	dc 0d printed guns subject tense background checks gover… via	0	0	0
446	âš ï¸ 0 0 million refugees fled home countries 0 0 ’ biggest increase west south eastern single year ever	0	0	0
447	watch refugee says sweden first country tense convert tense islam europe free speech timothy	0	0	0
448	raping europe muslim rapefugees hell sweeden betrayed feminazi government sodomites swedish dentist fired reporting refugees patients via	1	0	1
449	great article mexican born wild land firefighters saving property trump country shasta co bad fall upon deaf trumpers ears	0	0	0
450	forbidden france tense say ’french people first illegal migrants ’	1	0	1
451	crazy warminister von der leyen thinks weapons bring peace malachi niger less refugees never weapons bring peace	0	0	0
452	subterranean money making real globalism use domestic politics tense keep world safe oligarch style deal making distract people religious anti immigrant nationalism protect oligarch network mueller tense details	0	0	0
453	look refugee migrant camp ahead east eastern meeting	0	0	0
454	republican anti union bill goes flames missouri	0	0	0
455	stop wasting taxpayers money illegal alien programs cost 0 million kill program faster	1	0	1
456	sometimes living country right feels like kind fever dream even background context without doom music story still harrowing beyond belief	0	0	0
457	spain becoming third world american tourist almost killed migrants speaks via	1	0	0
458	maybe diversity results western globalization war propaganda pentagon n hollywood arming terrorists anti govt groups refugees approximately good economy labors trafficking eiffel tower glass many things peace	0	0	0
459	wtf west waiting thesaurus pages death us	1	0	1
460	[new post] switzerland people managed tense get referendum changing financial system promises karl march end financial crisis tense come forever scheduled june junior 0th 0 got 0 0 signatures	0	0	0
461	0 year refugee france cracks immigration ˜…numbers 0 refugees tense get resources help uk 0 sweden’ crime rate goes soaring young refugees rampage 0 greece italian still forced tense take refugees	1	0	0
462	going tense fight next war ap report united states army quietly discharging immigrant recruits	0	0	0
463	ag sessions defends enforcing immigration laws	0	0	0
464	read article look brief proposed changes tense public charge rule join us king august 0 discussion w national immigration law center	0	0	0
465	far approximately push working people billion tense syrian refugees tax credits top peoples wages cubic children starve	1	0	0
466	trump administration administrative considering immigration per annum tense make best use taxpayer fundamental fundamentals	0	0	0
467	dreamer’ repeatedly raped young girl north carolina via ape	1	0	1
468	migrants get phone next load tense come mobile phones cost thing poor migrant phon	1	0	0
469	first beforeillegals	0	0	0
470	fact illegally makes criminals reward behavior number coming freedom like free stuff west give illeagals free stuff wouldnt	1	0	1
471	trump stands victims immigrant violence	1	0	0
472	deport illegal aliens kids back tense 0rd world nation	1	0	1
473	kurdish refugees staying stage 0 skala sykamia refused tense enter transportation buses provided greek authorities upon rumors going tense taken back tense apparently decided tense walk tense mytilene 0km away	0	0	0
474	boats shall drown mediterranean sea rest assimilated international interjection internal society leave immediately	1	0	1
475	eminence imam sheikh doctor farrokh sekaleshfar australian immigration sent hate preacher ’	0	0	0
476	latest jury convicts jet ski migrant smugglers	0	0	0
477	wake prepare tense stop evil dead tracks	1	0	1
478	could completely change face refugee aid	0	0	0
479	let us keep america welcoming rcusa heartened 0th united states circuit court appeals ruling	0	0	0
480	latest macedonian police find 0 migrants inside truck	0	0	0
481	act war homicide	0	0	0
482	would bet looking facts obfuscate president trump nato ’immigration taking europe’ know	1	0	0
483	california changedwhen first moved california attracting kind iraqi refugees migrants	0	0	0
484	tense address legal immigration well racial interests majority long term must addressed without apology	1	0	0
485	ms 0 gang member breaks international interjection internal brooklyn north northern 0nd floor apartment rapes girl rat	1	0	1
486	wonderful article present often misrepresented facts coming tense	0	0	0
487	— kigoma tanzanian authorities become hostile tense burundian refugees refugees’ small businesses closed last friday threatening tone kigoma governor told must return tense burundi manual refugees fearful returning	0	0	0
488	genuinely surprised tense see wings scotland supports mass uncontrolled immigration international interjection internal scotland lives england thinks failed asylum seekers stay uncapped welfare thinks mundell bigot wanting immigration law applied wings cuck	0	0	0
489	west cover costs travel hundreds people would ablative tense open fresh claims submit extra evidence directly affecting chances receiving refugee status uk donate today	0	0	0
490	icrc lot work tense rohingya refugees approximately return tense myanmar	0	0	0
491	last 0 lines south true west western decide gets tense come ’	0	0	0
492	angry italian officials refuse tense let italian commercial ship disembark 0 refugees migrants think let libyan coastguards intercept return tense inhumane detention centers instead	1	0	1
493	approximately anyone answer question ok country tense make light hearted even offensive comments christianity similar comments islam considered islamophobic mainstream media rat	1	0	0
494	trumpish view refugee resettlement obsessively anti refugee misleadingly named center immigration studies	0	0	0
495	real bho holder also killed officer brian terry debacle many others died negligence	1	0	1
496	loved article thanks amplifying voices many refugees jordan	0	0	0
497	ass refugees ’locked ’ 0 days today want ’ president joko widodo tense know threat welcome please let children tense per annum adults north eastern tense buy food duration visit please retweet email tense help	0	0	0
498	time west get americans belong neuter north noun hunger neuter north noun veterinary veterinary science streets homeless neuter north noun poor homeless neuter north noun mental cases left without help west western north eastern tense import allow anyone else international interjection internal country #	1	0	1
499	really refugee tense enrich cultures right bet ya older 0 latitude tense sub verbo word europe	1	0	1
500	approximately tune international interjection internal debate homelessness amongst refugees 0 0 tense find read briefing thank tense sponsoring debate important issue	0	0	0
501	north northern seriously 🤣	0	0	0
502	unfortunate racist tactics used migrant communities remember spreading fear cubic funding vital services migrants healthcare education via	0	0	0
503	sports coverage like msm propaganda purposes onlywhat promoted right live world cubic present pair show story luka modriä croatian soccer star refugee really means white genocide defined	0	0	0
504	greece search rescue operation migrant boat	0	0	0
505	president obama rat illegal immigration victimless criminal cost taxpayers lower wages rat	1	0	0
506	travel ban affected countries highly educated 0 age 0+ ba higher compared tense 0 native born united states citizens stay tuned full report next week	0	0	0
507	0 numbers remarkably low previous years much higher bush years insane even lowest 0 0 month definitely invasion	1	0	1
508	worker charged 0 molesting children immigrant shelter ’ texas tribune	0	0	0
509	immigrant tense great country agree totally used tense 0 years even long enough people north eastern tense really appreciate given	0	0	0
510	even third america’ black citizens shared views jason hill 0 jamaican immigrant tense country democrat party currently constituted would exist	0	0	0
511	west north eastern tense protect refugees ‘˜big ideas’ designed tense sub verbo word	0	0	0
512	illegal alien crimeis rampant first sanctuary statistical ’oregon’ statistic outrageous construed tense close poll us states	1	0	1
513	know funny immigrant advocate tells tense go back home becuase like conservative immigrants	1	0	1
514	follow pioneers swedish immigrant trail	0	0	0
515	illegal immigrants bangladesh afg r playing havoc india high time mamta immigration office take note concern	1	0	1
516	families bring kids international interjection internal country illegally would west western approximately afford	1	0	0
517	ruth davidson ur neither christian people ur brutal welfare cuts snp please west dont want migrants either	1	0	1
518	chi town	0	0	0
519	thank	1	0	1
520	syrian regime set tense dispossess massive numbers refugees homes according tense united nations ’ criteria means agency approximately facilitate return tense syria	0	0	0
521	right man one flag one country º ¸	1	0	1
522	stop illegals overcrowding u schools free lunch free breakfast obama free medical dental getting wic doesnt check immigration status never file asylum enter united states	1	0	1
523	two faced boris hes power trip dosent care immigration may liar change l think south	0	0	0
524	0 illegal immigrants found texas border city stash houses one day via	0	0	0
525	trump administration says needs time tense meet deadline set federal judge tense reunite immigrant families meanwhile west learned new details smallest children separated parents	0	0	0
526	burqa think people west south eastern tense get confused worn western countries fan know south many people wear tense feel religious often surprising 0st gen immigrant parents tried tense fit	0	0	0
527	rat signed executive order ending huge catch release	0	0	0
528	god sake ’ put india tense danger unchecked appeasement ur special community illegal migrants nation supreme	1	0	0
529	0 year old girl molested immigrant detention center—twice ’ gq kkkrumpnazi traitor republicans	0	0	0
530	macron drops tense record lows macron merkel lost much influence salvini ignored lectures macron bt mocked hard reality number salvini orban kurz controlling migration debate	0	0	0
531	u n warns ’critical gap’ syrian refugee aid year	0	0	0
532	verb report warned intention angela merkel brussels tense expand eu’ relocation scheme tense include vulnerable migrants african nations	0	0	0
533	glad saved glad saved side border rat	1	0	1
534	welcome irish immigrant masculine favorite color green	0	0	0
535	refugees resist pressure tense go home	0	0	0
536	immigrant couple speaks ice detention	0	0	0
537	u n pact offers hope tense world’ climate migrants	0	0	0
538	illegal immigrant invaders migrants ’desperate’ tense get tense uk tense escape war france maybe tense get free house free money freeload tax payer working	1	0	1
539	say loud say proud refugees welcome	1	0	1
540	must masculine first ever msg twitter south hope right donald trump ever change abandon us voting demonstrative worrying votes change potus man	1	0	0
541	sharyl attkisson hits bill kristol head cold hard truth immigration thanks sharyl past immigrants chosen gov open borders neuter north noun 0rd world trash bill clueless careless twit	0	0	0
542	ethiopian migrant italian	0	0	0
543	tense feel home place tense prospect staying wendell berry	0	0	0
544	yes things north eastern tense done calm controlled minds south irreparable mistakes made	1	0	0
545	home guinness‘‹ gives refugees asylum seekers new chance ireland º	0	0	0
546	looks like uk population increased 0 million us immigrants forced tense go home	0	0	0
